h,m,s,ms,ecef_x,ecef_y,ecef_z,v_ecef_x,v_ecef_y,v_ecef_z,a_p,a_y,a_r,q0,q1,q2,q3,w_p,w_y,w_r
11.0,45.0,57.0,25.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.28080153465270996,0.5438764095306396,9.81716537475586,0.2253134846687317,0.3483927547931671,-0.29395774006843567,-0.8610721230506897,0.006706747226417065,0.02572445012629032,0.04515613615512848
11.0,45.0,57.0,30.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.30953195691108704,0.5247228145599365,9.6112642288208,0.2255103886127472,0.3484235107898712,-0.2940308153629303,-0.86098313331604,0.01096364762634039,0.03955937549471855,0.08240401744842529
11.0,45.0,57.0,35.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.40051162242889404,0.32839828729629517,9.443670272827148,0.22577863931655884,0.3484850227832794,-0.29412683844566345,-0.8608551621437073,0.016284773126244545,0.06190810725092888,0.11007387191057205
11.0,45.0,57.0,40.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.7979491353034973,-0.04030877724289894,9.51070785522461,0.22605116665363312,0.34866467118263245,-0.2942010164260864,-0.8606855273246765,0.023734349757432938,0.11086246371269226,0.09836739301681519
11.0,45.0,57.0,45.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.5968361496925354,0.02672886662185192,9.496342658996582,0.22640161216259003,0.3489559590816498,-0.29425978660583496,-0.8604552149772644,0.024798575788736343,0.1683306246995926,0.11539499461650848
11.0,45.0,57.0,50.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.23291751742362976,0.5295112133026123,9.357478141784668,0.2267724871635437,0.3493660092353821,-0.2942870557308197,-0.8601818084716797,0.026927024126052856,0.2204776555299759,0.10794541984796524
11.0,45.0,57.0,55.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.3813580274581909,0.33318668603897095,9.189884185791016,0.227133646607399,0.3498499095439911,-0.2943013906478882,-0.8598849177360535,0.03331237658858299,0.24921172857284546,0.09623894840478897
11.0,45.0,57.0,60.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.10705912113189697,0.5295112133026123,9.285652160644531,0.22749438881874084,0.3503485321998596,-0.29430460929870605,-0.8595853447914124,0.03118392452597618,0.2555970847606659,0.09304627031087875
11.0,45.0,57.0,65.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.10705912113189697,0.5342996120452881,9.34311294555664,0.2278296947479248,0.35081592202186584,-0.2942729592323303,-0.8593167066574097,0.016284773126244545,0.2406979352235794,0.08027556538581848
11.0,45.0,57.0,70.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.04480987787246704,0.38107070326805115,9.410151481628418,0.22812050580978394,0.35125604271888733,-0.2941996157169342,-0.8590848445892334,0.001385621028020978,0.22473455965518951,0.05899106338620186
11.0,45.0,57.0,75.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.25549963116645813,0.3906475305557251,9.563380241394043,0.22840414941310883,0.35164201259613037,-0.2941160798072815,-0.8588801622390747,-0.009256630204617977,0.2023858278989792,0.05899106338620186
11.0,45.0,57.0,80.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.39436331391334534,0.40501272678375244,9.553803443908691,0.22863593697547913,0.35198742151260376,-0.29401299357414246,-0.8587123155593872,-0.016706205904483795,0.17897287011146545,0.03983501344919205
11.0,45.0,57.0,85.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.41351693868637085,0.21347659826278687,9.534649848937988,0.22875234484672546,0.3522784113883972,-0.29390230774879456,-0.858599841594696,-0.014577755704522133,0.13959653675556183,0.0004586809955071658
11.0,45.0,57.0,90.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.3560560941696167,0.14643895626068115,9.563380241394043,0.2288224995136261,0.35248908400535583,-0.2938159108161926,-0.8585242629051208,-0.011385081335902214,0.0991559848189354,-0.005926670040935278
11.0,45.0,57.0,95.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.3081720471382141,0.07461290061473846,9.596899032592773,0.2288321852684021,0.35262519121170044,-0.29375606775283813,-0.8584862947463989,-0.0049997298046946526,0.05871542915701866,-0.017633147537708282
11.0,45.0,57.0,100.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.1932503879070282,0.23741860687732697,9.616052627563477,0.22875484824180603,0.352739542722702,-0.29372361302375793,-0.8584710359573364,0.01202787272632122,0.035302478820085526,-0.04317454993724823
11.0,45.0,57.0,105.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.08790551126003265,0.32839828729629517,9.582533836364746,0.22864609956741333,0.35283517837524414,-0.29370009899139404,-0.8584687113761902,0.016284773126244545,0.022531775757670403,-0.05168835073709488
11.0,45.0,57.0,110.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.06875189393758774,0.38585910201072693,9.424516677856445,0.22851917147636414,0.35292649269104004,-0.2936701476573944,-0.8584752082824707,0.015220548026263714,0.01827487349510193,-0.05913792923092842
11.0,45.0,57.0,115.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.030444668605923653,0.5103576183319092,9.4532470703125,0.22839276492595673,0.35301679372787476,-0.2936323881149292,-0.85848468542099,0.01202787272632122,0.01827487349510193,-0.06020215153694153
11.0,45.0,57.0,120.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.03659297898411751,0.5630300641059875,9.41972827911377,0.22827620804309845,0.35310906171798706,-0.2935745418071747,-0.8584975004196167,0.0035140709951519966,0.021467549726366997,-0.06020215153694153
11.0,45.0,57.0,125.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.003074154956266284,0.47205036878585815,9.414939880371094,0.22821760177612305,0.3532021939754486,-0.2935107946395874,-0.8584965467453003,-0.0049997298046946526,0.03104557655751705,-0.03998187556862831
11.0,45.0,57.0,130.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.12278423458337784,0.5342996120452881,9.41972827911377,0.22821182012557983,0.35329875349998474,-0.2934470772743225,-0.8584801554679871,-0.010320856235921383,0.04062360152602196,-0.0208258219063282
11.0,45.0,57.0,135.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.07011180371046066,0.361917108297348,9.386209487915039,0.228241428732872,0.35343170166015625,-0.2933802902698517,-0.8584403991699219,-0.010320856235921383,0.06084388121962547,-0.011247796006500721
11.0,45.0,57.0,140.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.04138138145208359,0.2948794662952423,9.505919456481934,0.2282649129629135,0.35358741879463196,-0.2933062016963959,-0.8583953380584717,-0.009256630204617977,0.06935767829418182,-0.016568921506404877
11.0,45.0,57.0,145.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.020867861807346344,0.21826499700546265,9.501131057739258,0.22827473282814026,0.35378262400627136,-0.2932054400444031,-0.858346700668335,-0.012449306435883045,0.08425683528184891,-0.02933962270617485
11.0,45.0,57.0,150.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.12142433226108551,0.26136061549186707,9.6112642288208,0.2282555252313614,0.3540007770061493,-0.2930907607078552,-0.858301043510437,-0.011385081335902214,0.08957795798778534,-0.044238775968551636
11.0,45.0,57.0,155.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.2171923965215683,0.29009103775024414,9.616052627563477,0.22820822894573212,0.35421544313430786,-0.29296645522117615,-0.8582674860954285,-0.012449306435883045,0.08425683528184891,-0.055945251137018204
11.0,45.0,57.0,161.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.4230937361717224,0.40501272678375244,9.592110633850098,0.22812345623970032,0.3543902039527893,-0.2928541898727417,-0.8582562208175659,-0.009256630204617977,0.06190810725092888,-0.06445905566215515
11.0,45.0,57.0,165.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.3321140706539154,0.45289677381515503,9.6112642288208,0.2280130684375763,0.3545306324958801,-0.2927497923374176,-0.8582631349563599,-0.008192405104637146,0.043816279619932175,-0.06978017836809158
11.0,45.0,57.0,170.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.27465322613716125,0.4624735713005066,9.534649848937988,0.22788295149803162,0.3546120226383209,-0.2926417291164398,-0.8583009243011475,-0.01564198173582554,0.017210649326443672,-0.0729728564620018
11.0,45.0,57.0,175.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.23155760765075684,0.5295112133026123,9.54422664642334,0.2277052253484726,0.3546266555786133,-0.2925303280353546,-0.8583800196647644,-0.02096310630440712,-0.016844555735588074,-0.08574355393648148
11.0,45.0,57.0,180.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.32253727316856384,0.44810834527015686,9.529861450195312,0.22747886180877686,0.3545946776866913,-0.29240235686302185,-0.8584968447685242,-0.028412682935595512,-0.04238595813512802,-0.10277115553617477
11.0,45.0,57.0,185.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.20282718539237976,0.45289677381515503,9.481977462768555,0.22720196843147278,0.35451868176460266,-0.29225072264671326,-0.85865318775177,-0.03799071162939072,-0.06686313450336456,-0.12192720919847488
11.0,45.0,57.0,190.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.09748231619596481,0.5726068615913391,9.371844291687012,0.22687597572803497,0.35442277789115906,-0.2920587658882141,-0.8588442802429199,-0.05076141282916069,-0.08069806545972824,-0.14534015953540802
11.0,45.0,57.0,195.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.02222776785492897,0.4576851725578308,9.434093475341797,0.22654196619987488,0.3543201684951782,-0.29182517528533936,-0.8590541481971741,-0.06672479212284088,-0.08282651752233505,-0.15491819381713867
11.0,45.0,57.0,200.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.007862557657063007,0.26136061549186707,9.458035469055176,0.2262108474969864,0.35420656204223633,-0.291574090719223,-0.8592734932899475,-0.07523859292268753,-0.08601918816566467,-0.15598241984844208
11.0,45.0,57.0,205.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.04480987787246704,0.26614904403686523,9.501131057739258,0.22584711015224457,0.35410478711128235,-0.29131758213043213,-0.8594980835914612,-0.07204591482877731,-0.08601918816566467,-0.16981734335422516
11.0,45.0,57.0,210.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.04002147540450096,0.24220702052116394,9.539438247680664,0.22547151148319244,0.35401877760887146,-0.29109346866607666,-0.8597080111503601,-0.05608253553509712,-0.08282651752233505,-0.16981734335422516
11.0,45.0,57.0,215.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.07968860864639282,0.30445626378059387,9.57774543762207,0.22510525584220886,0.35395583510398865,-0.2908969819545746,-0.8598964214324951,-0.04331183433532715,-0.073248490691185,-0.16343198716640472
11.0,45.0,57.0,220.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.007862557657063007,0.323609858751297,9.563380241394043,0.22475938498973846,0.3539116382598877,-0.2907273471355438,-0.8600624203681946,-0.032669585198163986,-0.06367046386003494,-0.15278974175453186
11.0,45.0,57.0,225.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.04959828034043312,0.37628230452537537,9.568168640136719,0.2244543880224228,0.353874534368515,-0.29057255387306213,-0.8602096438407898,-0.030541133135557175,-0.055156659334897995,-0.13576214015483856
11.0,45.0,57.0,230.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.025656264275312424,0.40022432804107666,9.582533836364746,0.2241843044757843,0.3538309633731842,-0.2904329001903534,-0.8603451251983643,-0.02947690710425377,-0.05302821099758148,-0.11979876458644867
11.0,45.0,57.0,236.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.05917508900165558,0.4672619700431824,9.6112642288208,0.22393949329853058,0.3538094162940979,-0.2902926802635193,-0.8604651093482971,-0.02947690710425377,-0.04025750979781151,-0.11234918236732483
11.0,45.0,57.0,240.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.14057794213294983,0.361917108297348,9.606475830078125,0.22371582686901093,0.35378751158714294,-0.29015034437179565,-0.8605802655220032,-0.032669585198163986,-0.03706483542919159,-0.10489960759878159
11.0,45.0,57.0,245.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.17409676313400269,0.37628230452537537,9.663936614990234,0.22349213063716888,0.3537655770778656,-0.290008008480072,-0.8606953620910645,-0.032669585198163986,-0.03706483542919159,-0.10489960759878159
11.0,45.0,57.0,250.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.17888517677783966,0.3906475305557251,9.683090209960938,0.22325174510478973,0.3537285625934601,-0.28986337780952454,-0.8608217239379883,-0.033733807504177094,-0.04557863622903824,-0.11022073775529861
11.0,45.0,57.0,255.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.19803878664970398,0.361917108297348,9.663936614990234,0.22299277782440186,0.3536776006221771,-0.2897210717201233,-0.8609576225280762,-0.032669585198163986,-0.05409243702888489,-0.11554186046123505
11.0,45.0,57.0,4.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.08790551126003265,0.3667055070400238,9.697455406188965,0.22273214161396027,0.35360822081565857,-0.2895737290382385,-0.8611031770706177,-0.03692648559808731,-0.06154201179742813,-0.11554186046123505
11.0,45.0,57.0,9.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.11184752732515335,0.3906475305557251,9.750127792358398,0.22245728969573975,0.3535277247428894,-0.28942060470581055,-0.8612587451934814,-0.039054933935403824,-0.06792736053466797,-0.12086298316717148
11.0,45.0,57.0,14.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.15015475451946259,0.40022432804107666,9.75970458984375,0.22216862440109253,0.35343649983406067,-0.28926724195480347,-0.8614221811294556,-0.039054933935403824,-0.0743127167224884,-0.1251198798418045
11.0,45.0,57.0,19.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.1262127310037613,0.3714939057826996,9.707032203674316,0.22187526524066925,0.35334059596061707,-0.28910303115844727,-0.8615922927856445,-0.04331183433532715,-0.07644116133451462,-0.12831255793571472
11.0,45.0,57.0,24.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.12142433226108551,0.33318668603897095,9.649571418762207,0.22158783674240112,0.35325056314468384,-0.2889411747455597,-0.8617574572563171,-0.04224760830402374,-0.073248490691185,-0.1261841058731079
11.0,45.0,57.0,29.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.0543866865336895,0.33318668603897095,9.72618579864502,0.22131340205669403,0.3531765043735504,-0.2887773811817169,-0.8619132041931152,-0.04224760830402374,-0.06473468989133835,-0.12299143522977829
11.0,45.0,57.0,34.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.07011180371046066,0.14643895626068115,9.769281387329102,0.221063494682312,0.3531208038330078,-0.2886252999305725,-0.8620510697364807,-0.03799071162939072,-0.05409243702888489,-0.11341340839862823
11.0,45.0,57.0,39.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.055746592581272125,0.1847461760044098,9.735762596130371,0.22081993520259857,0.35310956835746765,-0.2884925901889801,-0.8621625304222107,-0.025220008566975594,-0.036000609397888184,-0.11128495633602142
11.0,45.0,57.0,44.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.055746592581272125,0.17516936361789703,9.70224380493164,0.2205880731344223,0.35312825441360474,-0.28838595747947693,-0.8622499108314514,-0.012449306435883045,-0.02322990633547306,-0.10489960759878159
11.0,45.0,57.0,49.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.060534995049238205,0.24220702052116394,9.711820602416992,0.22036203742027283,0.3531772196292877,-0.2882869839668274,-0.8623207211494446,-0.006063954904675484,-0.010459205135703087,-0.10383538156747818
11.0,45.0,57.0,54.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.007862557657063007,0.31403306126594543,9.644783020019531,0.22012710571289062,0.3532707393169403,-0.2881779670715332,-0.8623788356781006,-0.0028712789062410593,0.006568397860974073,-0.11234918236732483
11.0,45.0,57.0,59.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.0783286988735199,0.4576851725578308,9.616052627563477,0.2198878526687622,0.35338446497917175,-0.28804388642311096,-0.8624380826950073,-0.009256630204617977,0.01508219912648201,-0.11979876458644867
11.0,45.0,57.0,64.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.06396349519491196,0.5295112133026123,9.673513412475586,0.2196376919746399,0.3535163700580597,-0.28786686062812805,-0.8625068664550781,-0.022027332335710526,0.022531775757670403,-0.13256946206092834
11.0,45.0,57.0,69.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,-0.04002147540450096,0.5199344158172607,9.75970458984375,0.2193538397550583,0.35365596413612366,-0.28764116764068604,-0.8625971674919128,-0.035862259566783905,0.022531775757670403,-0.15385396778583527
11.0,45.0,57.0,74.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.13714945316314697,0.5199344158172607,9.821953773498535,0.2190159112215042,0.3537966012954712,-0.287382572889328,-0.8627115488052368,-0.04224760830402374,0.016146423295140266,-0.17939536273479462
11.0,45.0,57.0,79.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.20418709516525269,0.40501272678375244,9.798011779785156,0.21863320469856262,0.353941410779953,-0.28707873821258545,-0.8628503680229187,-0.05395408719778061,0.012953748926520348,-0.20387254655361176
11.0,45.0,57.0,84.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.3861464262008667,0.23741860687732697,9.721397399902344,0.21819619834423065,0.35412830114364624,-0.28673022985458374,-0.863000214099884,-0.05927521362900734,0.02359599992632866,-0.23473507165908813
11.0,45.0,57.0,89.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.34783920645713806,-0.021155165508389473,9.6112642288208,0.21765901148319244,0.354400098323822,-0.2863306701183319,-0.8631569147109985,-0.05608253553509712,0.04488050192594528,-0.28688210248947144
11.0,45.0,57.0,94.0,-3026265.0,4067369.0,3857325.25,0.029999999329447746,-0.05999999865889549,-0.019999999552965164,0.012650961987674236,0.22305339574813843,9.821953773498535,0.21712657809257507,0.3547179698944092,-0.2859106659889221,-0.8632996678352356,-0.058210987597703934,0.0651007816195488,-0.29220324754714966
